products_May-18_12-19-24PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,Variant_ID,product_type,link,title,description,SKU,Option Name 1,Option Value 1,avalibility ,Brand,Option Name 3,Option Value 3,Option Name 4,Option Value 4,Option Name 5,Option Value 5,Option Name 6,Option Value 6,Price,Sale Price,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,image_link,additional_image_link
,bcb4f8ac-5048-4f60-bad2-69801717687d,,,,,DMC 760,Color,760 - Salmon,in stock,With Ashley Fabric & Crafts ,,,,,,,,,0.99,0,2,,,0,0,0,0,,,
,aa9a1234-0f6d-4703-a413-7ca842bf586e,,,,,DMC  762,Color,762 - Very Light Pearl Grey,in stock,With Ashley Fabric & Crafts ,,,,,,,,,0.99,0,2,,,0,0,0,0,,,
,4bc692d8-4ef8-4ac4-bba7-b287d7a63c86,,,,,DMC  3708,Color,3708 - Melon,in stock,With Ashley Fabric & Crafts ,,,,,,,,,0.99,0,2,,,0,0,0,0,,,
,6ac0e3f7-244d-4c2c-8e0b-9c0f2db63d94,,,,,DMC  3823,Color,3823 - Ultra Pale Yellow,in stock,With Ashley Fabric & Crafts ,,,,,,,,,0.99,0,2,,,0,0,0,0,,,
,ef67f2f7-39a0-43ef-9237-d381afb3dbad,,,,,DMC 3824,Color,3824 - Light Apricot,in stock,With Ashley Fabric & Crafts ,,,,,,,,,0.99,0,2,,,0,0,0,0,,,
,e47a2744-e77e-4ebf-917b-9209ada31395,,,,,DMC  3825,Color,3825 - Pale Pumpkin,in stock,With Ashley Fabric & Crafts ,,,,,,,,,0.99,0,2,,,0,0,0,0,,,
,91d7b248-2f26-4936-9850-71bd70bde27b,,,,,DMC  3826,Color,3826 - Golden Brown,in stock,With Ashley Fabric & Crafts ,,,,,,,,,0.99,0,2,,,0,0,0,0,,,
,6bd91e67-dfcc-4186-a2bc-8bd847b39759,,,,,DMC 3830,Color,3830 - Terra Cotta,in stock,With Ashley Fabric & Crafts ,,,,,,,,,0.99,0,2,,,0,0,0,0,,,
,e837b5a7-ae41-4b03-bd7d-87225fa7b442,,,,,DMC 3865,Color,3865 - Winter White,in stock,With Ashley Fabric & Crafts ,,,,,,,,,0.99,0,2,,,0,0,0,0,,,
60a295d382943a23ab057e9c,4e0782e5-85e0-4096-8929-5db77b923dbb,Fabric ,https://withashleycrafts.com/shop-fabric-online-fabric-store-inspiration-quilt-kits/p/pink-summer-garden-fat-quarter-bundle,Pink Summer Garden Fabric Fat Quarter Bundle,Limited quantity Fat Quarter Bundle from @withashleyfabric is back! Enjoy a spring summer garden themed fabric bundle! Unique fabric bundle of (9) Fat Quarters (18'' x 22'') curated to create a natural versatile color bundle ready for crafting of any kind for the season!,SQ1365617,,,in stock,With Ashley Fabric & Crafts ,,,,,,,,,31.99,0,2,/fat-quarter-bundles,"fat quarter bundle, quilt bundle, art gallery fabric",0,6,4,1,Yes,https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268055737-22YPE3N8N0Z9GM5EZELG/ke17ZwdGBToddI8pDm48kKT96-mTqGc-stp-zZRIm9p7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UTNp7wJXdR1xX66M6thRzqrQ6_o4HcW8ZfkNO26r5aioETgZ1M0luSsj-o69URGWyw/IMG_0483.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268054638-Q67SRFZJ340P4BP9KP7C/ke17ZwdGBToddI8pDm48kNKi3mRyESBQo-dfblj4L6x7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UUxJ9um-2jnXf0Zna9uuCc9Zb24LwtljKCQIdyp55ZmhWMKKNav6h1XbbmJwkennvQ/IMG_0474.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268055808-YR2VCTLRQHG9260JOVSZ/ke17ZwdGBToddI8pDm48kKT96-mTqGc-stp-zZRIm9p7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UTNp7wJXdR1xX66M6thRzqrQ6_o4HcW8ZfkNO26r5aioETgZ1M0luSsj-o69URGWyw/IMG_0475.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268054894-37W2857PVV0NHC2IT78A/ke17ZwdGBToddI8pDm48kOIKNjNhItJQ7RHTXirLcrZ7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UZe7cCSmuUecTgDmLuIROpIM_d2MHepaumgpkcmIaKgaTaIpBKTr91CW8Hu-LnUQUQ/IMG_0476.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268053928-IPNYX6DFZKKDFS1143NS/ke17ZwdGBToddI8pDm48kKjPRQL5xWN2aSGHiEz_ued7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmjw4y9jm25X_CplAKqpK2frH8vSSqxoZdCOQr38rV54sbhuWxotCACGsDv6P_9WxT/IMG_0478.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268055654-26TS79DNTG7BYLVJ7FFQ/ke17ZwdGBToddI8pDm48kKT96-mTqGc-stp-zZRIm9p7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UTNp7wJXdR1xX66M6thRzqrQ6_o4HcW8ZfkNO26r5aioETgZ1M0luSsj-o69URGWyw/IMG_0479.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268054512-HA42GWRXDFY56J50L9FY/ke17ZwdGBToddI8pDm48kETm5x2zEnocbwI6bY9OQn17gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UYPnEIaPjPq7xQxvCDd_EOBS9V8LHbEswcxNMwQmIfkh5WCyQyOJ9MaU8ZRMICBxFg/IMG_0480.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268055673-ELS984D4ZO5QUO449HNV/ke17ZwdGBToddI8pDm48kKT96-mTqGc-stp-zZRIm9p7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UTNp7wJXdR1xX66M6thRzqrQ6_o4HcW8ZfkNO26r5aioETgZ1M0luSsj-o69URGWyw/IMG_0481.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268055301-WCO3C6QDASV3551R87Y0/ke17ZwdGBToddI8pDm48kCGS4bMmAtd6wFO81zVeLrl7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1URhj4UXwM5IIjPLsBmm33smNoaXqwndbpAUk2R-mlWEAlotzjZwTJcqBZZbgS9G89A/IMG_0482.jpg,
60a296a48a5fb2664bca3d02,1a77a5c3-1406-49ff-b296-a3da1707f84b,Fabric ,https://withashleycrafts.com/shop-fabric-online-fabric-store-inspiration-quilt-kits/p/blue-rifle-paper-co-fat-quarter-bundle,Blue Rifle Paper Co. Floral Fabric Fat Quarter Bundle,"Unique fabric bundle of (11) Fat Quarters (18'' x 22'') curated to create a natural versatile color bundle ready for crafting of any kind for the season!

Each Fat Quarter is 100% Premium Cotton from Art Gallery Fabrics, Riley Blake Designs, Rifle Paper Co, & Figo Fabrics.",SQ0385040,,,in stock,With Ashley Fabric & Crafts ,,,,,,,,,35.5,0,1,/fat-quarter-bundles,"fat quarter bundle, quilt bundle, art gallery fabric",0,6,4,1,Yes,https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268247849-KOMHJBMJDOQA4PJBGEH3/ke17ZwdGBToddI8pDm48kIo4oqr9rIyi8KuGFtKRUoZ7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UWG96y9p2nGCz2AW3gZxnRqGsMPECUoCaFZwjIH65w1TPf6jV_o13EewA9TW8mGzDw/IMG_0541.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268247984-GXE4R44NSYVQJWKAHX30/ke17ZwdGBToddI8pDm48kBuNCcxzUfV1Bd-p9TEHzLF7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTm8CnKHo2wjeO4u63FO9raGH2PmgTLqD52709TuwAxiZCwYC2QYJC9kgUQ2pnLI-Cs/IMG_0542.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268247797-JR25UFYP4UNM5OF20NN9/ke17ZwdGBToddI8pDm48kJaGtiZw_JEZmGv5lXh_OfZ7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UZU9nllzgzUKq7Qe7BIO0WV_fgIRrHnHfqIkFASom0bfOcTOxFyN6ZGR4RZliLRewA/IMG_0545.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268247333-2MIRGBM3DLE12MUPYKV3/ke17ZwdGBToddI8pDm48kKjr1FYPBKU629bTi187ZjZ7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1Ub6XyCgvw62Q53qLUDBkbmmGbLWSTqGIz2eY02PXXjsDud3QxLxmu4egZs7hU0tejw/IMG_0547.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268247536-FDVBNGD7U91EM99OWBPX/ke17ZwdGBToddI8pDm48kCtg-PqW32pOipjQcp7F6kh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTm8CnKHo2wjeO4u63FO9raGBP1Zoh7UXIz-M4Q8KsFj4XrX_1gpXx0NDxHwpaqJfHF/IMG_0548.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268248162-F1S1ZAY40YIR2DYSWXAX/ke17ZwdGBToddI8pDm48kKjPRQL5xWN2aSGHiEz_ued7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmjw4y9jm25X_CplAKqpK2frH8vSSqxoZdCOQr38rV54sbhuWxotCACGsDv6P_9WxT/IMG_0549.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268247954-Y6RIQ8ZT4ZTGNDZM3ZT3/ke17ZwdGBToddI8pDm48kKT96-mTqGc-stp-zZRIm9p7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UTNp7wJXdR1xX66M6thRzqrQ6_o4HcW8ZfkNO26r5aioETgZ1M0luSsj-o69URGWyw/IMG_0551.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268248175-Q7SNW08F3UJI5KE2RK2E/ke17ZwdGBToddI8pDm48kKT96-mTqGc-stp-zZRIm9p7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UTNp7wJXdR1xX66M6thRzqrQ6_o4HcW8ZfkNO26r5aioETgZ1M0luSsj-o69URGWyw/IMG_0553.jpg,
60a297716344d03ad6b66042,ee2cd45b-1a0e-486c-b772-fa330b8ac46f,Fabric ,https://withashleycrafts.com/shop-fabric-online-fabric-store-inspiration-quilt-kits/p/floral-foliage-fat-quarter-bundle,Floral Foliage Fat Quarter Bundle,"Limited quantity Fat Quarter Bundle from @withashleyfabric is back! Enjoy a spring summer garden themed fabric bundle! Unique fabric bundle of (8) Fat Quarters (18'' x 22'') curated to create a natural versatile color bundle ready for crafting of any kind for the season! Each Fat Quarter is 100% Premium Cotton from Art Gallery Fabrics, Riley Blake Designs, & Rifle Paper Co",SQ0140625,,,in stock,With Ashley Fabric & Crafts ,,,,,,,,,29.99,0,1,/fat-quarter-bundles,"fat quarter bundle, quilt bundle, art gallery fabric",0,6,4,1,Yes,https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268418268-OPLO9U0WSBPJ1ZSYK85I/ke17ZwdGBToddI8pDm48kKT96-mTqGc-stp-zZRIm9p7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UTNp7wJXdR1xX66M6thRzqrQ6_o4HcW8ZfkNO26r5aioETgZ1M0luSsj-o69URGWyw/IMG_0502.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268418640-NQNTBUV6DCNQTS5438X4/ke17ZwdGBToddI8pDm48kKT96-mTqGc-stp-zZRIm9p7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UTNp7wJXdR1xX66M6thRzqrQ6_o4HcW8ZfkNO26r5aioETgZ1M0luSsj-o69URGWyw/IMG_0504.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268418045-LNR6VP1UO346L83CINXQ/ke17ZwdGBToddI8pDm48kKT96-mTqGc-stp-zZRIm9p7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UTNp7wJXdR1xX66M6thRzqrQ6_o4HcW8ZfkNO26r5aioETgZ1M0luSsj-o69URGWyw/IMG_0505.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268418780-8U7FGBH328GSN65MO63Y/ke17ZwdGBToddI8pDm48kCWrAcYmDgGzhRKyqngymHt7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1Ua2X_v52ChJ7_WHTPUeQKw7HCYBeoIoUmQtm_hYP1LozE8Dhi5lIXKj5XtUVuYW2VQ/IMG_0506.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268418314-OOLJ6TPNTWM2A94B0TE6/ke17ZwdGBToddI8pDm48kIsZYtyFaIPUfnP0OZxtkj17gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1Ucw5LMHV0ah7cMLrTDsdZiEnV_6FWCvGMOtaSUBKyCiY_4BNURlgZDo8dMY1e-7KcA/IMG_0507.jpg https://images.squarespace-cdn.com/content/v1/5f4005a8d7146f58de2916d1/1621268418046-CGQCSXJBFLVBVIOZPHT5/ke17ZwdGBToddI8pDm48kE3eL8nVGVL9E_mXphcfsxp7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmTl_ALRZE0UkEheIF40jl8kGxQfbjYyQo4uy-gN8zMEvTPeV6mdtmQBWuwXVutppV/IMG_0508.jpg,
